ID,Name,Age,Department,Salary,Salary_sqrt,Salary_log,Age_sqrt,Age_log,Salary_Category,Age_Group
158,John Williams,46,HR,89189,298.6452745315084,11.398524204660253,6.782329983125268,3.8501476017100584,High,Senior
263,George Miller,59,Operations,118733,344.5765517268986,11.684640975976958,7.681145747868608,4.0943445622221,High,Senior
393,Hannah Miller,38,Finance,84823,291.2438840559575,11.348333800605634,6.164414002968976,3.6635616461296463,High,Middle
383,George Martinez,27,Operations,59794,244.52811699270904,10.998677324402907,5.196152422706632,3.332204510175204,Medium,Young
349,John Johnson,47,Finance,101308,318.2891766931449,11.525930531305098,6.855654600401044,3.871201010907891,High,Senior
228,Alice Johnson,61,Finance,44210,210.261741645978,10.696728905881372,7.810249675906654,4.127134385045092,Low,Senior
627,Ethan Jones,29,HR,61656,248.30626250660694,11.02934204634797,5.385164807134504,3.4011973816621555,Medium,Young
1530,Fiona Johnson,52,Sales,35978,189.67867565965344,10.49069071389983,7.211102550927978,3.970291913552122,Low,Senior
422,Fiona Smith,49,Finance,53177,230.6013876801265,10.881400055966452,7.0,3.912023005428146,Medium,Senior
130,Ethan Smith,63,Finance,80115,283.0459326681802,11.291230863421124,7.937253933193772,4.1588830833596715,High,Senior
746,Jane Williams,41,IT,59309,243.53439182177124,10.990533204832772,6.4031242374328485,3.7376696182833684,Medium,Middle
513,Alice Rodriguez,62,Sales,65144,255.23322667709235,11.084370833637031,7.874007874011811,4.143134726391533,Medium,Senior
803,Fiona Williams,35,HR,100968,317.75462231099016,11.522568818017461,5.916079783099616,3.58351893845611,High,Middle
757,John Williams,37,HR,67051,258.942078465436,11.113223716751168,6.082762530298219,3.6375861597263857,Medium,Middle
23,George Jones,42,HR,112811,335.8734880874047,11.633477995366551,6.48074069840786,3.7612001156935624,High,Middle
688,Diana Garcia,31,Finance,96077,309.9629010059107,11.472915640550532,5.5677643628300215,3.4657359027997265,High,Middle
105,John Johnson,55,Operations,41563,203.87005665374207,10.634989686972537,7.416198487095663,4.02535169073515,Low,Senior
72,Bob Martinez,61,IT,47772,218.56806720104382,10.774215905333193,7.810249675906654,4.127134385045092,Low,Senior
698,Bob Johnson,22,Operations,36256,190.41008376659047,10.498387745089026,4.69041575982343,3.1354942159291497,Low,Young
864,Diana Miller,30,HR,104905,323.8904135660702,11.560819990079475,5.477225575051661,3.4339872044851463,High,Young
926,Fiona Davis,56,Marketing,41116,202.77080657727828,10.624176940269097,7.483314773547883,4.04305126783455,Low,Senior
991,Hannah Jones,50,Finance,115751,340.2219863559673,11.659205250416917,7.0710678118654755,3.9318256327243257,High,Senior
101,Diana Brown,28,Finance,111889,334.4981315343929,11.625271524801766,5.291502622129181,3.367295829986474,High,Young
15,Diana Williams,45,Marketing,109141,330.3649497147057,11.600405065659364,6.708203932499369,3.828641396489095,High,Middle
802,Hannah Brown,43,HR,52669,229.4972766722952,10.871801312477436,6.557438524302,3.784189633918261,Medium,Middle
359,Jane Brown,37,IT,107452,327.79871872842944,11.584808821643675,6.082762530298219,3.6375861597263857,High,Middle
922,Fiona Brown,32,Sales,110257,332.0496950759028,11.610578353034848,5.656854249492381,3.4965075614664802,High,Middle
180,Jane Brown,33,HR,66451,257.7809147318707,11.10423516150637,5.744562646538029,3.5263605246161616,Medium,Middle
911,Unknown,31,HR,51384,226.68039174132375,10.847101580059174,5.5677643628300215,3.4657359027997265,Medium,Middle
373,John Brown,63,HR,69922,264.42768387595123,11.155149915587463,7.937253933193772,4.1588830833596715,Medium,Senior
894,Hannah Garcia,41,HR,56390,237.46578700941322,10.940064850284704,6.4031242374328485,3.7376696182833684,Medium,Middle
34,Ethan Miller,58,Operations,58625,242.12600025606503,10.978933563172399,7.615773105863909,4.07753744390572,Medium,Senior
58,Bob Garcia,63,Sales,117128,342.239682094289,11.671031170505065,7.937253933193772,4.1588830833596715,High,Senior
843,Alice Johnson,61,Sales,113457,336.83378690386746,11.639188003367535,7.810249675906654,4.127134385045092,High,Senior
604,Charlie Brown,42,HR,59725,244.38698819699874,10.997522715461125,6.48074069840786,3.7612001156935624,Medium,Middle
394,George Brown,40,HR,53312,230.89391503458899,10.883935482853596,6.324555320336759,3.713572066704308,Medium,Middle
739,Ethan Davis,26,IT,37999,194.9333219334242,10.545341438708522,5.0990195135927845,3.295836866004329,Low,Young
523,Hannah Jones,62,Operations,116205,340.8885448354051,11.663119757178778,7.874007874011811,4.143134726391533,High,Senior
764,Jane Johnson,25,IT,53252,230.7639486574972,10.882809420012913,5.0,3.258096538021482,Medium,Young
579,Charlie Jones,52,IT,88712,297.8455975837145,11.39316171900166,7.211102550927978,3.970291913552122,High,Senior
648,Alice Miller,49,HR,112617,335.5845646033202,11.6317568398159,7.0,3.912023005428146,High,Senior
625,Diana Williams,53,HR,55498,235.58013498595335,10.924120281554181,7.280109889280518,3.9889840465642745,Medium,Senior
42,George Smith,35,IT,84061,289.932750823359,11.339309900805215,5.916079783099616,3.58351893845611,High,Middle
259,Ethan Miller,45,HR,98910,314.49960254346905,11.501975734883972,6.708203932499369,3.828641396489095,High,Middle
545,Charlie Smith,52,IT,75000,273.8612787525831,11.225256725762893,7.211102550927978,3.970291913552122,Medium,Senior
374,George Miller,27,IT,109364,330.7022830281037,11.60244619090864,5.196152422706632,3.332204510175204,High,Young
437,Fiona Smith,31,Sales,40634,201.57876872329587,10.612385043187306,5.5677643628300215,3.4657359027997265,Low,Middle
350,Hannah Davis,56,Sales,78244,279.7212898583159,11.267600208597273,7.483314773547883,4.04305126783455,Medium,Senior
53,Jane Jones,57,Marketing,99569,315.54555930958685,11.50861619338213,7.54983443527075,4.060443010546419,High,Senior
371,Hannah Martinez,43,Marketing,102146,319.6028785852843,11.53416823123888,6.557438524302,3.784189633918261,High,Middle
846,George Garcia,62,Finance,95633,309.2458568841303,11.468283684347108,7.874007874011811,4.143134726391533,High,Senior
229,Hannah Johnson,60,Operations,46456,215.5365398256175,10.746282432565001,7.745966692414834,4.110873864173311,Low,Senior
541,John Jones,60,HR,75838,275.3870004194098,11.236367951187963,7.745966692414834,4.110873864173311,Medium,Senior
982,Ethan Miller,29,HR,111623,334.1002843458832,11.622891359572042,5.385164807134504,3.4011973816621555,High,Young
231,George Smith,61,HR,84624,290.9020453692273,11.345985010214577,7.810249675906654,4.127134385045092,High,Senior
227,Ethan Jones,54,Operations,103379,321.52604871145354,11.546166798750031,7.3484692283495345,4.007333185232471,High,Senior
977,John Brown,60,Operations,117489,342.7666844954451,11.674108502561618,7.745966692414834,4.110873864173311,High,Senior
502,Alice Rodriguez,60,Finance,59956,244.85914318236107,11.001382917609254,7.745966692414834,4.110873864173311,Medium,Senior
1723,Ethan Johnson,59,Finance,38329,195.77793542685038,10.553988158374601,7.681145747868608,4.0943445622221,Low,Senior
762,Diana Davis,25,Finance,92424,304.0131576099956,11.434152783804832,5.0,3.258096538021482,High,Young
473,Fiona Jones,52,Sales,79230,281.47824072208493,11.2801229153614,7.211102550927978,3.970291913552122,Medium,Senior
316,Hannah Williams,45,Finance,93133,305.17699782257506,11.441794595307403,6.708203932499369,3.828641396489095,High,Middle
840,Bob Miller,43,Marketing,99184,314.9349139107952,11.504742072162209,6.557438524302,3.784189633918261,High,Middle
408,Jane Martinez,22,Marketing,110354,332.1957254390851,11.611457721034474,4.69041575982343,3.1354942159291497,High,Young
778,Hannah Williams,43,Operations,39833,199.58206332233365,10.592476097947214,6.557438524302,3.784189633918261,Low,Middle
718,Diana Miller,42,Operations,60254,245.46690204587665,11.006340835461492,6.48074069840786,3.7612001156935624,Medium,Middle
796,Diana Williams,47,Operations,96707,310.9774911468674,11.479451408112512,6.855654600401044,3.871201010907891,High,Senior
244,Bob Martinez,23,Marketing,64503,253.97440815956242,11.074482516364858,4.795831523312719,3.1780538303479458,Medium,Young
624,Jane Rodriguez,31,Operations,109578,331.0256787622374,11.604401029297891,5.5677643628300215,3.4657359027997265,High,Middle
810,Hannah Martinez,47,Finance,87714,296.16549427642644,11.381848201363285,6.855654600401044,3.871201010907891,High,Senior
184,Ethan Garcia,58,Finance,118920,344.8477925114209,11.686214686091143,7.615773105863909,4.07753744390572,High,Senior
876,Hannah Davis,32,Sales,86700,294.44863728670913,11.370220696727491,5.656854249492381,3.4965075614664802,High,Middle
721,Hannah Brown,32,Sales,44472,210.8838542895117,10.702637542439142,5.656854249492381,3.4965075614664802,Low,Middle
642,Alice Jones,48,Operations,66751,258.3621489305274,11.108739538360444,6.928203230275509,3.8918202981106265,Medium,Senior
26,Bob Jones,43,Sales,53196,230.64258063072396,10.881757282762262,6.557438524302,3.784189633918261,Medium,Middle
36,Fiona Garcia,42,Marketing,54089,232.57041944323015,10.898404604865473,6.48074069840786,3.7612001156935624,Medium,Middle
928,Ethan Johnson,52,Operations,30282,174.01724052518475,10.318341777940978,7.211102550927978,3.970291913552122,Low,Senior
37,Charlie Miller,30,HR,66487,257.8507320136982,11.104776759232863,5.477225575051661,3.4339872044851463,Medium,Young
66,George Brown,35,Sales,97203,311.7739565775179,11.484567141865174,5.916079783099616,3.58351893845611,High,Middle
13,Ethan Johnson,57,Sales,98785,314.3008113257107,11.50071117329065,7.54983443527075,4.060443010546419,High,Senior
506,Jane Rodriguez,53,Operations,72533,269.31951284673005,11.191810696430046,7.280109889280518,3.9889840465642745,Medium,Senior
90,Bob Brown,32,Operations,55537,235.6628948307306,10.92482275012959,5.656854249492381,3.4965075614664802,Medium,Middle
307,Jane Smith,56,HR,94612,307.5906370486592,11.457550166317423,7.483314773547883,4.04305126783455,High,Senior
131,Hannah Miller,34,Finance,37151,192.74594677969236,10.522772884497618,5.830951894845301,3.5553480614894135,Low,Middle
829,Ethan Smith,46,Operations,101707,318.91534926999043,11.52986124167643,6.782329983125268,3.8501476017100584,High,Senior
297,Ethan Jones,48,HR,68067,260.8965312149627,11.128262484491326,6.928203230275509,3.8918202981106265,Medium,Senior
730,Bob Rodriguez,48,Sales,113820,337.3721980246742,11.642382317920664,6.928203230275509,3.8918202981106265,High,Senior
970,John Rodriguez,46,Sales,107275,327.52862470324635,11.583160231652679,6.782329983125268,3.8501476017100584,High,Senior
845,Charlie Garcia,63,HR,98673,314.1225875355034,11.499576766200496,7.937253933193772,4.1588830833596715,High,Senior
656,Alice Davis,23,Finance,32023,178.94971360692367,10.37424090067241,4.795831523312719,3.1780538303479458,Low,Young
402,Diana Smith,22,Sales,45422,213.12437683193352,10.723773863676481,4.69041575982343,3.1354942159291497,Low,Young
119,Charlie Miller,24,IT,117163,342.29081202977096,11.671329941704036,4.898979485566356,3.2188758248682006,High,Young
640,George Martinez,62,IT,119464,345.6356463098099,11.690778720424632,7.874007874011811,4.143134726391533,High,Senior
1458,Charlie Johnson,56,HR,33191,182.18397295042175,10.410064162012704,7.483314773547883,4.04305126783455,Low,Senior
722,Jane Rodriguez,60,Sales,33471,182.9508130618719,10.418464547424595,7.745966692414834,4.110873864173311,Low,Senior
287,Diana Rodriguez,38,Operations,49169,221.74083972060717,10.803038960405985,6.164414002968976,3.6635616461296463,Low,Middle
142,Alice Brown,50,IT,73596,271.2858271270359,11.206359543016655,7.0710678118654755,3.9318256327243257,Medium,Senior
174,Alice Brown,45,IT,106153,325.81129507738063,11.572646148946163,6.708203932499369,3.828641396489095,High,Middle
608,Bob Smith,58,Sales,59806,244.55265281734322,10.99887798994429,7.615773105863909,4.07753744390572,Medium,Senior
621,Fiona Miller,44,Finance,64196,253.3692956930654,11.069711759614258,6.6332495807108,3.8066624897703196,Medium,Middle
356,Bob Jones,41,IT,119099,345.10722971273725,11.687718755343392,6.4031242374328485,3.7376696182833684,High,Middle
1941,Ethan Miller,29,Sales,41205,202.99014754416038,10.626339155802404,5.385164807134504,3.4011973816621555,Low,Young
697,Charlie Williams,25,Marketing,58854,242.59843363055748,10.98283207084658,5.0,3.258096538021482,Medium,Young
1649,Jane Williams,50,Finance,39596,198.98743678936114,10.586508636797065,7.0710678118654755,3.9318256327243257,Low,Senior
710,Bob Jones,22,Finance,105564,324.90614029285445,11.567082155922183,4.69041575982343,3.1354942159291497,High,Young
346,Jane Davis,60,Operations,81112,284.80168538827155,11.303598523188434,7.745966692414834,4.110873864173311,High,Senior
986,Alice Smith,54,Sales,30587,174.89139487121716,10.328363054164116,7.3484692283495345,4.007333185232471,Low,Senior
671,Alice Martinez,54,HR,53225,230.70543990118657,10.882302277748641,7.3484692283495345,4.007333185232471,Medium,Senior
150,Diana Rodriguez,63,HR,33654,183.45026573979118,10.423916912444813,7.937253933193772,4.1588830833596715,Low,Senior
809,Hannah Garcia,23,Finance,48322,219.8226557932553,10.78566291677415,4.795831523312719,3.1780538303479458,Low,Young
827,Bob Rodriguez,43,Operations,105415,324.67676233447935,11.565669706225089,6.557438524302,3.784189633918261,High,Middle
223,Alice Jones,41,Operations,61007,246.9959513838233,11.018760282097345,6.4031242374328485,3.7376696182833684,Medium,Middle
962,Bob Davis,61,IT,38004,194.94614640972003,10.54547300900014,7.810249675906654,4.127134385045092,Low,Senior
578,Charlie Williams,27,Marketing,116250,340.9545424246464,11.663506925563143,5.196152422706632,3.332204510175204,High,Young
906,Diana Martinez,54,Sales,51800,227.59613353482084,10.85516473308054,7.3484692283495345,4.007333185232471,Medium,Senior
172,John Johnson,54,Sales,67384,259.58428303732103,11.11817772020326,7.3484692283495345,4.007333185232471,Medium,Senior
580,Jane Jones,40,Finance,73541,271.1844390815963,11.20561195056922,6.324555320336759,3.713572066704308,Medium,Middle
75,Diana Garcia,39,Sales,81924,286.22368874710565,11.313559473567015,6.244997998398398,3.6888794541139363,High,Middle
288,George Johnson,54,HR,46163,214.85576557309324,10.739955552540295,7.3484692283495345,4.007333185232471,Low,Senior
813,Jane Miller,24,Operations,59055,243.01234536541554,10.98624142526978,4.898979485566356,3.2188758248682006,Medium,Young
55,George Jones,25,IT,35704,188.95502110290693,10.483046013983211,5.0,3.258096538021482,Low,Young
155,Bob Smith,51,IT,36441,190.8952592391964,10.503477234609823,7.14142842854285,3.9512437185814275,Low,Senior
985,Alice Brown,50,IT,39346,198.35826173870348,10.580175012057389,7.0710678118654755,3.9318256327243257,Low,Senior
1703,Hannah Garcia,52,Finance,114730,338.71817193649355,11.650345536871303,7.211102550927978,3.970291913552122,High,Senior
630,George Garcia,45,Operations,114899,338.9675500693245,11.651817463836847,6.708203932499369,3.828641396489095,High,Middle
930,Ethan Brown,35,Marketing,31898,178.60011198204776,10.370329940319197,5.916079783099616,3.58351893845611,Low,Middle
888,Diana Jones,27,IT,80729,284.12849205949055,11.298865532389062,5.196152422706632,3.332204510175204,High,Young
14,Charlie Johnson,61,Marketing,39110,197.76248380317233,10.574159036330888,7.810249675906654,4.127134385045092,Low,Senior
236,Diana Miller,44,HR,99249,315.03809293480685,11.505397198549437,6.6332495807108,3.8066624897703196,High,Middle
848,Hannah Smith,27,Marketing,108258,329.02583485191553,11.592281783286323,5.196152422706632,3.332204510175204,High,Young
652,Diana Martinez,27,Operations,53705,231.74339257031687,10.891280006098993,5.196152422706632,3.332204510175204,Medium,Young
1696,Fiona Garcia,34,Finance,35469,188.33215338863408,10.476442547767668,5.830951894845301,3.5553480614894135,Low,Middle
805,Bob Johnson,49,Marketing,48745,220.7826985975124,10.794378421777552,7.0,3.912023005428146,Low,Senior
951,Charlie Jones,40,HR,72870,269.94443872767596,11.196446033638646,6.324555320336759,3.713572066704308,Medium,Middle
789,Bob Davis,48,IT,45892,214.22418164156912,10.734067878971876,6.928203230275509,3.8918202981106265,Low,Senior
905,George Williams,24,Finance,63243,251.4816096655976,11.054755540430035,4.898979485566356,3.2188758248682006,Medium,Young
149,Ethan Smith,23,IT,93646,306.016339433044,11.447287673189349,4.795831523312719,3.1780538303479458,High,Young
51,John Johnson,35,HR,38125,195.25624189766637,10.548651743073922,5.916079783099616,3.58351893845611,Low,Middle
133,Charlie Williams,60,Operations,66378,257.63928271907605,11.103136020381942,7.745966692414834,4.110873864173311,Medium,Senior
334,Diana Martinez,43,Sales,93740,306.16988748079063,11.448290939224362,6.557438524302,3.784189633918261,High,Middle
908,Bob Garcia,31,Sales,87828,296.35789174577417,11.383147021215013,5.5677643628300215,3.4657359027997265,High,Middle
602,Alice Davis,27,Sales,111942,334.5773453179399,11.625745092157702,5.196152422706632,3.332204510175204,High,Young
298,Fiona Rodriguez,55,Sales,72685,269.60155785900054,11.19390407276262,7.416198487095663,4.02535169073515,Medium,Senior
260,Unknown,32,IT,55592,235.77955806218657,10.925812573032118,5.656854249492381,3.4965075614664802,Medium,Middle
226,George Davis,62,HR,42323,205.72554532677754,10.653109580024053,7.874007874011811,4.143134726391533,Low,Senior
958,Diana Brown,39,Sales,56170,237.00210969525145,10.936155888465745,6.244997998398398,3.6888794541139363,Medium,Middle
823,Fiona Miller,31,Finance,63365,251.72405526687353,11.05668271897453,5.5677643628300215,3.4657359027997265,Medium,Middle
152,Charlie Martinez,49,Operations,48743,220.7781692106355,10.79433739192833,7.0,3.912023005428146,Low,Senior
546,Hannah Williams,26,Sales,52168,228.40315234251912,10.862243727728453,5.0990195135927845,3.295836866004329,Medium,Young
368,Fiona Garcia,44,IT,107866,328.42959671747,11.588654265728447,6.6332495807108,3.8066624897703196,High,Middle
399,Alice Johnson,44,Finance,98828,314.3692096882263,11.501146362933932,6.6332495807108,3.8066624897703196,High,Middle
564,Alice Davis,23,HR,106272,325.993864972947,11.573766533948522,4.795831523312719,3.1780538303479458,High,Young
467,John Jones,61,IT,58671,242.22097349321342,10.979717890311107,7.810249675906654,4.127134385045092,Medium,Senior
482,Alice Jones,31,HR,71991,268.31138626603234,11.184310280713785,5.5677643628300215,3.4657359027997265,Medium,Middle
577,Charlie Williams,57,Finance,88005,296.6563668624019,11.38516027295425,7.54983443527075,4.060443010546419,High,Senior
619,John Rodriguez,24,Marketing,98056,313.13894679518864,11.493304221223058,4.898979485566356,3.2188758248682006,High,Young
807,Alice Rodriguez,35,Finance,64521,254.00984232899322,11.074761529898824,5.916079783099616,3.58351893845611,Medium,Middle
704,Charlie Garcia,29,IT,55051,234.6294951620533,10.916033472099423,5.385164807134504,3.4011973816621555,Medium,Young
520,Hannah Davis,40,IT,89560,299.2657681727063,11.402675236349328,6.324555320336759,3.713572066704308,High,Middle
773,Hannah Johnson,42,IT,49675,222.8788908802267,10.813277198067922,6.48074069840786,3.7612001156935624,Low,Middle
